jung,result
Kayn,0
Aatrox,1
Elise,1
Olaf,1
Karthus,0
Kayn,1
Olaf,1
Xin Zhao,0
Xin Zhao,1
Karthus,1
Aatrox,1
Nidalee,1
Lee Sin,1
Olaf,1
Taliyah,1
Lee Sin,0
Taliyah,1
Gragas,1
Kayn,1
Olaf,0
Lee Sin,0
Elise,0
Elise,0
Elise,1
Poppy,1
Gragas,1
Elise,1
Lee Sin,1
Kayn,1
Xin Zhao,0
Gragas,0
Rek'Sai,1
Elise,1
Xin Zhao,1
Gragas,1
Olaf,1
Lee Sin,1
Sejuani,1
Lee Sin,1
Rek'Sai,1
Nidalee,1
Kindred,1
Kha'Zix,1
Rek'Sai,0
Olaf,0
Elise,1
Sejuani,1
Kindred,1
Xin Zhao,0
Taliyah,1
Nidalee,1
Gragas,1
Gragas,1
Karthus,1
Rek'Sai,0
Nidalee,1
Sejuani,0
Kayn,0
Lee Sin,0
Kayn,1
Sylas,0
Lee Sin,1
Kindred,1
Lee Sin,1
Elise,1
Kindred,1
Elise,1
Elise,1
Rek'Sai,1
Olaf,1
Sejuani,1
Xin Zhao,1
Nunu & Willump,1
Skarner,1
Lee Sin,1
Aatrox,0
Lee Sin,1
Skarner,1
Nocturne,1
Lee Sin,1
Olaf,0
Evelynn,0
Lee Sin,1
Elise,0
Lee Sin,0
Karthus,1
Elise,1
Sejuani,0
Lee Sin,1
Aatrox,1
Jarvan IV,1
Sejuani,1
Rek'Sai,0
Elise,1
Graves,1
Skarner,0
Nidalee,1
Lee Sin,0
Sejuani,1
Lee Sin,1
Gragas,0
Elise,1
Skarner,0
Nidalee,1
Rek'Sai,1
Taliyah,1
Olaf,1
Rek'Sai,1
Kayn,1
Rek'Sai,1
Sejuani,1
Graves,1
Skarner,1
Evelynn,1
Lee Sin,1
Rek'Sai,1
Rek'Sai,1
Sejuani,1
Sejuani,1
Olaf,1
Kindred,1
Sejuani,0
Rek'Sai,0
Kindred,1
Graves,1
Xin Zhao,1
Elise,1
Gragas,1
Nunu & Willump,1
Rek'Sai,0
Sejuani,1
Kindred,1
Olaf,0
Taliyah,1
Skarner,1
Olaf,0
Taliyah,1
Kayn,1
Lee Sin,1
Elise,1
Kai'Sa,1
Olaf,0
Skarner,1
Fiddlesticks,1
Nidalee,0
Lee Sin,1
Nidalee,1
Aatrox,1
Elise,0
Nidalee,0
Nidalee,1
Gragas,1
Nidalee,0
Kayn,1
Olaf,1
Taliyah,1
Elise,1
Gragas,1
Kayn,1
Lee Sin,1
Kayn,1
Lee Sin,1
Lee Sin,1
Kayn,1
Lee Sin,0
Gragas,1
Elise,1
Xin Zhao,0
Hecarim,0
Fiddlesticks,1
Nidalee,1
Sejuani,0
Gragas,0
Sejuani,1
Kayn,1
Elise,1
Kayn,1
Rammus,1
Karthus,1
Olaf,1
Aatrox,0
Rek'Sai,1
Sejuani,1
Nidalee,1
Karthus,0
Aatrox,0
Kha'Zix,1
Elise,1
Zac,1
Gragas,1
Graves,1
Gragas,1
Poppy,0
Jarvan IV,1
Evelynn,0
Rengar,1
Gragas,1
Sejuani,1
Sejuani,1
Hecarim,1
Gragas,1
Kayn,1
Gragas,1
Kayn,0
Gragas,1
Sejuani,1
Xin Zhao,1
Volibear,1
Jarvan IV,1
Elise,1
Fiddlesticks,1
Kayn,1
Kindred,1
Rengar,1
Hecarim,1
Evelynn,1
Karthus,1
Lee Sin,1
Karthus,1
Jarvan IV,0
Kha'Zix,1
Lee Sin,1
Udyr,1
Jarvan IV,1
Shaco,1
Hecarim,1
Kayn,1
Kha'Zix,1
Elise,1
Jarvan IV,1
Jax,1
Jax,1
Ivern,0
Kha'Zix,0
Kayn,1
Nidalee,1
Karthus,1
Evelynn,1
Kayn,1
Rengar,1
Kayn,1
Rengar,1
Evelynn,1
Zac,1
Udyr,1
Zac,1
Evelynn,1
Shaco,1
Rammus,1
Jarvan IV,0
Kha'Zix,0
Rek'Sai,0
Elise,1
Rammus,1
Sejuani,1
Nocturne,0
Kha'Zix,1
Kayn,1
Sejuani,1
Rek'Sai,1
Camille,1
Taliyah,1
Nidalee,0
Kha'Zix,0
Lee Sin,1
Lee Sin,0
Zac,1
Jarvan IV,0
Lee Sin,1
Aatrox,1
Rek'Sai,1
Xin Zhao,1
Lee Sin,0
Jarvan IV,1
Elise,0
Hecarim,1
Lee Sin,1
Gragas,1
Hecarim,1
Annie,1
Lee Sin,1
Xin Zhao,1
Skarner,1
Kha'Zix,1
Elise,1
Evelynn,1
Hecarim,1
Lee Sin,1
Master Yi,1
Trundle,1
Kai'Sa,1
Lee Sin,0
Riven,1
Lee Sin,1
Aatrox,1
Ryze,1
Vi,1
Taliyah,1
Ryze,0
Xin Zhao,1
Ivern,1
Aatrox,1
Sejuani,1
Lee Sin,1
Sejuani,1
Ivern,1
Xin Zhao,0
Gragas,1
Gragas,1
Master Yi,0
Lee Sin,1
Rengar,0
Elise,0
Hecarim,1
Lee Sin,1
Mordekaiser,1
Trundle,1
Trundle,1
Lee Sin,1
Udyr,1
Sylas,1
Aatrox,1
Olaf,1
Taliyah,1
Sejuani,1
Elise,1
Vi,1
Kha'Zix,0
Nunu & Willump,1
Sejuani,1
Kayn,1
Jarvan IV,1
Kindred,1
Neeko,0
Jarvan IV,1
Teemo,1
Teemo,1
Trundle,0
Kayn,1
Mordekaiser,0
Elise,0
Warwick,1
Lee Sin,1
Karthus,0
Elise,1
Nunu & Willump,1
Karthus,1
Nunu & Willump,1
Trundle,1
Hecarim,1
Trundle,0
Karthus,1
Nunu & Willump,1
Amumu,0
Udyr,1
Lee Sin,1
Olaf,1
Kha'Zix,0
Skarner,0
Kha'Zix,1
Hecarim,1
Olaf,0
Nidalee,1
Rengar,0
Sylas,1
Karthus,1
Lee Sin,1
Aatrox,0
Kayn,1
Xin Zhao,1
Volibear,1
Elise,1
Kayn,0
Kha'Zix,1
Sylas,0
Vi,1
Graves,1
Kindred,1
Gragas,1
Skarner,1
Kindred,1
Hecarim,1
Jarvan IV,1
Lee Sin,1
Camille,0
Sejuani,1
Olaf,1
Kindred,1
Volibear,0
Karthus,0
Nunu & Willump,1
Xin Zhao,1
Sylas,0
Hecarim,1
Rumble,1
Shaco,1
Udyr,0
Rek'Sai,1
Rek'Sai,1
Elise,1
Gragas,1
Kindred,1
Aatrox,1
Evelynn,1
Jarvan IV,1
Lee Sin,1
Kindred,1
Sejuani,1
Trundle,1
Hecarim,0
Graves,0
Lee Sin,1
Rek'Sai,1
Jarvan IV,1
Rek'Sai,1
Olaf,1
Xin Zhao,1
Vi,1
Zac,1
Sejuani,1
Lee Sin,1
Skarner,1
Lee Sin,1
Taliyah,1
Nocturne,0
Kindred,1
Rengar,1
Nunu & Willump,1
Olaf,0
Jarvan IV,1
Vi,1
Xin Zhao,1
Sejuani,0
Lee Sin,1
Kindred,1
Kayn,1
Hecarim,1
Kindred,1
Kindred,1
Nidalee,1
Elise,1
Nunu & Willump,1
Sylas,1
Olaf,1
Rek'Sai,1
Elise,1
Kha'Zix,0
Kha'Zix,1
Evelynn,0
Rammus,1
Lee Sin,1
Mordekaiser,0
Lee Sin,1
Evelynn,1
Hecarim,1
Graves,1
Kindred,0
Malphite,1
Aatrox,0
Lee Sin,0
Hecarim,1
Kayn,1
Sejuani,1
Amumu,1
Evelynn,0
Lee Sin,0
Rengar,1
Elise,1
Rek'Sai,1
Gragas,1
Vi,1
Kayn,1
Lee Sin,1
Graves,1
Hecarim,1
Kayn,1
Rek'Sai,1
Aatrox,0
Warwick,1
Taliyah,1
Kindred,0
Karthus,1
Gragas,1
Elise,0
Ekko,1
Kha'Zix,1
Master Yi,0
Rek'Sai,0
Kha'Zix,1
Taliyah,1
Nunu & Willump,1
Kindred,1
Hecarim,1
Lee Sin,0
Lee Sin,1
Jarvan IV,1
Nunu & Willump,1
Twitch,1
Gragas,1
Rengar,1
Hecarim,1
Kha'Zix,1
Jarvan IV,0
Fiddlesticks,0
Sejuani,1
Gragas,1
Elise,1
Sejuani,1
Hecarim,1
Karthus,1
Rengar,1
Kayn,1
Jarvan IV,0
Hecarim,1
Olaf,1
Elise,0
Kayn,1
Rengar,1
Kindred,0
Jarvan IV,1
Hecarim,1
Sejuani,0
Jarvan IV,1
Kindred,1
Rengar,1
Xin Zhao,1
Sejuani,0
Karthus,1
Aatrox,1
Twitch,1
Kha'Zix,1
Master Yi,1
Sejuani,1
Jarvan IV,0
Kindred,0
Rek'Sai,1
Elise,1
Sejuani,1
Shyvana,1
Kha'Zix,0
Elise,1
Gragas,0
Karthus,1
Karthus,1
Sejuani,1
Lee Sin,0
Rek'Sai,1
Xin Zhao,1
Sejuani,1
Sejuani,1
Mordekaiser,1
Lee Sin,0
Hecarim,0
Nunu & Willump,1
Gragas,1
Vayne,1
Amumu,1
Evelynn,1
Lee Sin,1
Lee Sin,1
Master Yi,1
Kayn,1
Rek'Sai,1
Gragas,1
Shaco,1
Lee Sin,0
Mordekaiser,1
Karthus,1
Master Yi,1
Olaf,1
Kindred,1
Lee Sin,1
Taliyah,1
Kha'Zix,1
Sejuani,1
Kha'Zix,1
Master Yi,0
Evelynn,0
Hecarim,1
Elise,1
Lee Sin,1
Skarner,1
Olaf,1
Hecarim,1
Vi,1
Xin Zhao,1
Sejuani,1
Olaf,1
Lee Sin,0
Kha'Zix,1
Kayn,0
Master Yi,1
Lee Sin,0
Xin Zhao,1
Kindred,1
Karthus,1
Lee Sin,1
Kayn,1
Kayn,1
Lee Sin,1
Riven,0
Taliyah,1
Kayn,1
Jarvan IV,1
Sejuani,1
Hecarim,1
Vi,1
Kai'Sa,1
Hecarim,1
Jarvan IV,1
Kha'Zix,0
Kayn,1
Hecarim,0
Lee Sin,1
Lee Sin,1
Hecarim,1
Lee Sin,1
Sejuani,1
Evelynn,1
Master Yi,0
Nidalee,1
Gragas,1
Sejuani,1
Hecarim,1
Sejuani,1
Jarvan IV,1
Jarvan IV,1
Jarvan IV,1
Kindred,1
Taliyah,1
Shaco,0
Kindred,1
Evelynn,1
Kindred,1
Elise,1
Kayn,1
Rengar,0
Kayn,1
Kayn,1
Elise,1
Elise,1
Kha'Zix,0
Gragas,0
Elise,1
Xin Zhao,1
Elise,1
Nunu & Willump,1
Hecarim,0
Elise,0
Lee Sin,0
Lee Sin,1
Rek'Sai,1
Olaf,0
Evelynn,0
Sejuani,1
Gragas,1
Evelynn,1
Lee Sin,1
Rek'Sai,0
Kayn,1
Elise,1
Jarvan IV,1
Nunu & Willump,1
Kayn,1
Elise,1
Lee Sin,1
Hecarim,1
Lee Sin,1
Rek'Sai,1
Karthus,1
Karthus,1
Sylas,1
Sejuani,1
Rengar,0
Sejuani,1
Gragas,1
Taliyah,1
Rengar,1
Olaf,1
Xin Zhao,1
Gragas,1
Rengar,0
Lee Sin,0
Kindred,0
Lee Sin,0
Hecarim,0
Rek'Sai,1
Sejuani,1
Sejuani,0
Vi,1
Pantheon,1
Kha'Zix,1
Rek'Sai,1
Kindred,1
Taliyah,0
Jax,1
Sejuani,0
Sejuani,1
Olaf,1
Kayn,0
Kha'Zix,1
Olaf,0
Lee Sin,1
Aatrox,1
Karthus,0
Gragas,1
Gragas,1
Nidalee,1
Graves,0
Sejuani,1
Gragas,1
Lee Sin,1
Elise,0
Aatrox,0
Rek'Sai,0
Sejuani,1
Jarvan IV,1
Sylas,1
Gragas,1
Jarvan IV,1
Lee Sin,1
Kha'Zix,0
Lee Sin,1
Skarner,1
Lee Sin,1
Rek'Sai,1
Rengar,1
Karthus,0
Jarvan IV,1
Kayn,1
Lee Sin,1
Kha'Zix,1
